Timestamp,IR Presence (Lane 1–4),Vehicle Count,Avg Speed (km/h),Vehicle Types Detected,Vehicle Density (%),Traffic Congestion Level
49:43:00,"[0, 1, 0, 1]",199,48.7,"26 Fire Extinguisher, 49 Vans, 95 Ambulance",56,Medium
49:44:00,"[1, 0, 0, 0]",61,26.0,"85 Bikes, 57 Fire Extinguisher",30,Low
49:45:00,"[1, 1, 1, 0]",169,23.3,"83 Ambulance, 81 Bikes",67,Medium
49:46:00,"[1, 1, 1, 1]",170,45.6,"98 Patrol, 14 Trucks, 78 Bikes",65,Medium
49:47:00,"[0, 0, 1, 0]",189,33.2,"65 Trucks, 79 Bikes, 51 Bikes",74,High
49:48:00,"[0, 1, 1, 1]",62,45.4,"10 Trucks, 27 Cars",63,Medium
49:49:00,"[1, 0, 1, 0]",197,46.8,"13 Cars, 44 Fire Extinguisher",57,Medium
49:50:00,"[0, 1, 0, 0]",170,21.9,"18 Vans, 17 Trucks",73,High
49:51:00,"[0, 1, 1, 1]",174,46.5,"61 Patrol, 55 Patrol",43,Medium
49:52:00,"[0, 0, 1, 1]",62,33.4,"35 Bikes, 64 Fire Extinguisher, 23 Fire Extinguisher, 94 Trucks",86,High
49:53:00,"[0, 1, 0, 1]",101,35.3,"36 Bikes, 51 Cars, 30 Fire Extinguisher",77,High
49:54:00,"[1, 1, 0, 0]",99,38.8,"77 Vans, 48 Patrol",84,High
49:55:00,"[0, 1, 0, 1]",85,47.8,"26 Trucks, 43 Fire Extinguisher",71,High
49:56:00,"[1, 0, 1, 1]",175,20.6,"23 Ambulance, 55 Trucks, 68 Bikes",68,Medium
49:57:00,"[0, 1, 1, 1]",148,34.3,"90 Vans, 86 Cars",85,High
49:58:00,"[0, 1, 0, 1]",87,40.6,"23 Cars, 52 Vans, 64 Cars",69,Medium
49:59:00,"[1, 1, 0, 0]",105,41.7,"97 Bikes, 31 Cars, 13 Ambulance",45,Medium
50:00:00,"[0, 0, 1, 0]",126,40.8,"87 Vans, 80 Trucks, 100 Bikes, 77 Fire Extinguisher",53,Medium
50:01:00,"[1, 1, 1, 1]",76,24.0,"14 Ambulance, 74 Cars",34,Low
50:02:00,"[0, 1, 0, 1]",93,29.0,"81 Trucks, 58 Vans",45,Low
50:03:00,"[1, 1, 0, 0]",80,30.8,"67 Fire Extinguisher, 93 Ambulance, 97 Ambulance",86,High
50:04:00,"[1, 0, 1, 1]",84,44.1,"23 Patrol, 17 Fire Extinguisher, 69 Vans",63,Medium
50:05:00,"[1, 1, 0, 1]",167,28.4,"99 Ambulance, 36 Bikes",32,Medium
50:06:00,"[0, 1, 0, 1]",102,26.3,"76 Cars, 40 Cars, 88 Patrol, 85 Fire Extinguisher",41,Medium
50:07:00,"[1, 0, 1, 1]",58,48.7,"67 Cars, 17 Bikes, 39 Ambulance, 62 Bikes",42,Low
50:08:00,"[1, 0, 0, 0]",50,20.3,"24 Ambulance, 85 Vans, 48 Ambulance, 50 Fire Extinguisher",46,Low
50:09:00,"[0, 0, 1, 0]",154,49.9,"50 Fire Extinguisher, 16 Ambulance",84,High
50:10:00,"[1, 0, 1, 0]",158,40.3,"63 Cars, 58 Trucks, 76 Cars, 97 Trucks",49,Medium
50:11:00,"[0, 0, 0, 1]",98,44.9,"38 Ambulance, 48 Bikes, 99 Cars",36,Low
50:12:00,"[1, 1, 0, 0]",186,28.8,"10 Cars, 96 Fire Extinguisher, 26 Trucks, 47 Patrol",47,Medium
50:13:00,"[0, 0, 0, 1]",141,20.4,"46 Cars, 68 Fire Extinguisher, 35 Cars, 16 Patrol",49,Medium
50:14:00,"[0, 0, 0, 0]",192,42.1,"54 Ambulance, 87 Vans, 69 Ambulance, 79 Vans",35,Medium
50:15:00,"[1, 0, 0, 1]",85,45.0,"87 Patrol, 63 Cars",33,Low
50:16:00,"[0, 0, 1, 0]",140,42.2,"26 Patrol, 45 Trucks, 86 Vans, 66 Patrol",55,Medium
50:17:00,"[1, 1, 0, 0]",134,24.3,"92 Patrol, 11 Trucks, 53 Cars, 76 Cars",69,Medium
50:18:00,"[0, 0, 1, 1]",149,42.6,"60 Bikes, 14 Cars, 78 Ambulance",39,Medium
50:19:00,"[0, 1, 0, 1]",180,43.1,"75 Patrol, 21 Ambulance, 87 Fire Extinguisher, 50 Trucks",80,High
50:20:00,"[0, 0, 0, 0]",89,39.8,"66 Cars, 67 Patrol",30,Low
50:21:00,"[0, 1, 1, 0]",176,43.0,"37 Fire Extinguisher, 39 Patrol, 13 Bikes",66,Medium
50:22:00,"[1, 1, 1, 1]",125,45.4,"83 Trucks, 89 Trucks",52,Medium
50:23:00,"[0, 0, 0, 1]",143,38.4,"25 Patrol, 71 Vans, 80 Ambulance",62,Medium
50:24:00,"[0, 1, 0, 1]",90,22.7,"45 Ambulance, 94 Ambulance, 62 Trucks, 27 Ambulance",56,Medium
50:25:00,"[0, 1, 1, 1]",73,34.6,"29 Bikes, 24 Trucks, 46 Trucks, 36 Vans",35,Low
50:26:00,"[1, 1, 1, 0]",188,22.3,"36 Patrol, 96 Patrol, 49 Ambulance",54,Medium
50:27:00,"[1, 0, 0, 1]",132,32.2,"30 Patrol, 14 Trucks",64,Medium
50:28:00,"[1, 1, 0, 0]",71,32.2,"73 Bikes, 84 Trucks, 60 Cars, 75 Cars",60,Medium
50:29:00,"[0, 1, 1, 1]",129,22.0,"64 Ambulance, 97 Vans, 32 Bikes",39,Medium
50:30:00,"[1, 0, 1, 0]",104,30.5,"77 Patrol, 49 Cars",72,High
50:31:00,"[0, 1, 0, 0]",174,23.3,"85 Vans, 93 Ambulance, 60 Fire Extinguisher, 60 Fire Extinguisher",49,Medium
50:32:00,"[1, 0, 0, 0]",140,44.2,"66 Vans, 36 Fire Extinguisher",86,High
50:33:00,"[0, 1, 0, 1]",137,48.4,"31 Bikes, 82 Cars",58,Medium
50:34:00,"[0, 0, 1, 0]",86,22.2,"14 Fire Extinguisher, 83 Trucks",75,High
50:35:00,"[0, 0, 0, 0]",69,48.7,"97 Bikes, 57 Cars, 51 Fire Extinguisher",67,Medium
50:36:00,"[0, 0, 1, 0]",62,35.7,"70 Bikes, 55 Trucks, 54 Patrol, 39 Cars",40,Low
50:37:00,"[1, 1, 1, 1]",58,29.0,"10 Ambulance, 32 Fire Extinguisher, 83 Fire Extinguisher",70,High
50:38:00,"[1, 1, 0, 1]",60,22.3,"77 Trucks, 49 Patrol, 77 Cars",85,High
50:39:00,"[1, 1, 1, 0]",188,35.0,"16 Trucks, 50 Fire Extinguisher",65,Medium
50:40:00,"[0, 1, 1, 0]",53,43.8,"39 Patrol, 48 Bikes",34,Low
50:41:00,"[0, 1, 0, 1]",127,41.2,"83 Bikes, 47 Trucks",31,Medium
50:42:00,"[0, 0, 0, 0]",74,21.5,"22 Cars, 13 Vans",42,Low
50:43:00,"[1, 1, 0, 1]",195,22.2,"24 Bikes, 95 Bikes, 24 Vans, 80 Cars",42,Medium
50:44:00,"[1, 1, 1, 1]",101,32.1,"88 Patrol, 19 Trucks, 31 Trucks, 79 Patrol",33,Medium
50:45:00,"[0, 0, 0, 1]",51,28.9,"87 Ambulance, 29 Bikes",60,Medium
50:46:00,"[1, 0, 0, 1]",134,27.0,"35 Trucks, 71 Bikes, 18 Bikes, 59 Patrol",43,Medium
50:47:00,"[0, 1, 1, 0]",135,28.4,"59 Patrol, 40 Cars, 19 Bikes",53,Medium
50:48:00,"[1, 0, 0, 1]",200,44.1,"97 Trucks, 76 Ambulance",80,High
50:49:00,"[1, 1, 1, 1]",63,47.9,"69 Cars, 40 Bikes, 44 Vans, 87 Trucks",34,Low
50:50:00,"[0, 1, 1, 1]",130,32.2,"12 Trucks, 62 Trucks, 57 Ambulance, 26 Cars",70,High
50:51:00,"[0, 0, 0, 1]",188,47.2,"19 Fire Extinguisher, 87 Trucks",46,Medium
50:52:00,"[1, 1, 0, 0]",141,29.6,"89 Vans, 75 Bikes, 68 Ambulance, 90 Cars",88,High
50:53:00,"[1, 0, 0, 1]",65,34.3,"71 Trucks, 46 Cars, 41 Trucks, 66 Ambulance",31,Low
50:54:00,"[0, 1, 0, 1]",72,26.8,"27 Trucks, 52 Patrol, 33 Cars, 43 Bikes",38,Low
50:55:00,"[1, 0, 0, 0]",58,39.2,"21 Trucks, 98 Trucks",50,Medium
50:56:00,"[0, 0, 1, 0]",69,49.4,"95 Bikes, 92 Vans, 25 Ambulance, 45 Cars",80,High
50:57:00,"[1, 1, 0, 1]",155,38.1,"67 Trucks, 47 Ambulance",33,Medium
50:58:00,"[0, 1, 0, 1]",163,30.7,"49 Cars, 15 Trucks, 44 Trucks",54,Medium
50:59:00,"[0, 0, 0, 0]",58,39.4,"37 Cars, 11 Ambulance",55,Medium
51:00:00,"[1, 0, 1, 1]",109,23.7,"92 Fire Extinguisher, 93 Ambulance",85,High
51:01:00,"[1, 0, 1, 0]",98,46.7,"31 Vans, 42 Bikes, 43 Cars, 67 Cars",78,High
51:02:00,"[1, 1, 1, 0]",108,35.1,"62 Bikes, 95 Cars, 60 Ambulance",75,High
51:03:00,"[1, 0, 0, 1]",103,33.5,"16 Bikes, 54 Patrol",86,High
51:04:00,"[0, 1, 1, 1]",179,37.6,"93 Vans, 63 Bikes, 82 Bikes, 12 Patrol",78,High
51:05:00,"[0, 0, 0, 1]",105,38.7,"75 Ambulance, 26 Cars, 16 Vans",31,Medium
51:06:00,"[1, 1, 1, 0]",160,22.2,"78 Patrol, 18 Trucks",61,Medium
51:07:00,"[1, 1, 0, 1]",148,40.5,"52 Cars, 51 Cars, 59 Patrol",90,High
51:08:00,"[1, 0, 0, 0]",176,27.3,"10 Vans, 100 Vans, 39 Fire Extinguisher",42,Medium
51:09:00,"[0, 1, 0, 0]",113,41.4,"60 Fire Extinguisher, 60 Bikes, 17 Cars, 42 Fire Extinguisher",51,Medium
51:10:00,"[0, 0, 0, 1]",60,44.7,"26 Vans, 19 Fire Extinguisher, 12 Patrol, 89 Ambulance",75,High
51:11:00,"[0, 1, 0, 0]",137,44.1,"87 Patrol, 35 Fire Extinguisher, 37 Ambulance, 86 Ambulance",89,High
51:12:00,"[1, 0, 0, 0]",81,36.6,"57 Patrol, 43 Vans",84,High
51:13:00,"[1, 0, 0, 0]",148,35.6,"94 Bikes, 33 Vans",34,Medium
51:14:00,"[1, 1, 0, 0]",119,24.3,"23 Trucks, 37 Fire Extinguisher",55,Medium
51:15:00,"[1, 1, 0, 1]",187,43.3,"68 Cars, 14 Patrol",83,High
51:16:00,"[0, 1, 0, 1]",67,28.1,"26 Vans, 71 Cars, 20 Cars, 34 Trucks",50,Medium
51:17:00,"[1, 0, 1, 1]",76,34.9,"30 Patrol, 75 Vans, 49 Trucks",38,Low
51:18:00,"[1, 0, 1, 0]",79,28.5,"33 Cars, 75 Ambulance",43,Low
51:19:00,"[0, 1, 0, 0]",150,24.0,"33 Bikes, 87 Trucks, 86 Fire Extinguisher, 62 Fire Extinguisher",76,High
51:20:00,"[0, 1, 0, 0]",76,38.9,"81 Cars, 46 Vans",63,Medium
51:21:00,"[0, 0, 1, 0]",121,21.6,"24 Patrol, 53 Patrol, 78 Cars, 84 Trucks",53,Medium
51:22:00,"[1, 0, 0, 0]",170,42.5,"74 Cars, 72 Vans",34,Medium
51:23:00,"[1, 1, 0, 0]",118,29.5,"48 Bikes, 57 Trucks, 22 Fire Extinguisher",39,Medium
51:24:00,"[0, 1, 0, 1]",98,20.0,"59 Patrol, 92 Trucks, 60 Patrol, 25 Trucks",84,High
51:25:00,"[0, 0, 0, 0]",126,35.3,"49 Ambulance, 76 Cars",50,Medium
51:26:00,"[0, 0, 0, 0]",53,21.4,"19 Vans, 19 Ambulance, 28 Patrol, 44 Patrol",64,Medium
51:27:00,"[0, 0, 1, 1]",159,28.3,"12 Patrol, 64 Fire Extinguisher",75,High
51:28:00,"[1, 1, 1, 0]",164,41.2,"46 Bikes, 27 Bikes",47,Medium
51:29:00,"[0, 1, 0, 1]",177,21.9,"20 Vans, 81 Cars, 70 Ambulance, 31 Bikes",39,Medium
51:30:00,"[1, 0, 0, 0]",185,45.2,"88 Ambulance, 92 Trucks, 73 Bikes",77,High
51:31:00,"[1, 1, 0, 0]",143,20.1,"73 Cars, 70 Vans",88,High
51:32:00,"[0, 1, 1, 1]",52,27.4,"17 Bikes, 89 Fire Extinguisher, 42 Ambulance, 84 Cars",72,High
51:33:00,"[0, 0, 1, 0]",184,42.2,"59 Ambulance, 14 Fire Extinguisher",38,Medium
51:34:00,"[1, 1, 0, 1]",71,29.5,"10 Bikes, 88 Cars, 43 Fire Extinguisher, 57 Trucks",60,Medium
51:35:00,"[1, 1, 0, 0]",138,23.1,"17 Patrol, 12 Trucks, 30 Patrol",70,High
51:36:00,"[1, 0, 0, 0]",72,30.8,"12 Fire Extinguisher, 93 Bikes",48,Low
51:37:00,"[0, 1, 0, 0]",109,28.1,"52 Vans, 89 Vans",85,High
51:38:00,"[1, 1, 1, 1]",87,45.3,"24 Bikes, 56 Bikes, 93 Ambulance, 17 Cars",70,High
51:39:00,"[1, 1, 0, 0]",160,29.4,"85 Bikes, 32 Cars, 83 Ambulance",84,High
51:40:00,"[1, 0, 0, 1]",77,43.7,"71 Vans, 38 Fire Extinguisher, 25 Trucks, 93 Cars",34,Low
51:41:00,"[0, 1, 1, 0]",175,46.8,"18 Bikes, 12 Bikes, 95 Trucks",51,Medium
51:42:00,"[1, 0, 0, 0]",109,33.0,"97 Patrol, 75 Vans",72,High
51:43:00,"[1, 1, 1, 1]",56,47.3,"93 Ambulance, 63 Bikes, 64 Fire Extinguisher, 81 Fire Extinguisher",73,High
51:44:00,"[1, 1, 1, 0]",142,31.3,"73 Vans, 61 Ambulance, 27 Bikes, 19 Cars",56,Medium
51:45:00,"[0, 0, 0, 0]",69,48.9,"22 Patrol, 40 Cars, 52 Trucks, 28 Vans",33,Low
51:46:00,"[0, 0, 0, 0]",92,22.7,"66 Bikes, 27 Fire Extinguisher, 34 Trucks",83,High
51:47:00,"[1, 1, 1, 1]",74,40.6,"44 Bikes, 45 Vans, 89 Bikes",60,Medium
51:48:00,"[1, 1, 0, 0]",163,34.8,"52 Patrol, 98 Cars, 94 Vans, 72 Ambulance",56,Medium
51:49:00,"[1, 1, 1, 1]",144,31.6,"55 Bikes, 21 Cars",63,Medium
51:50:00,"[0, 0, 0, 0]",56,39.0,"70 Fire Extinguisher, 17 Vans",59,Medium
51:51:00,"[1, 1, 0, 1]",119,41.1,"18 Vans, 96 Cars, 48 Vans, 34 Ambulance",31,Medium
51:52:00,"[0, 0, 0, 1]",180,20.1,"19 Bikes, 17 Vans, 12 Ambulance, 63 Vans",58,Medium
51:53:00,"[0, 1, 1, 0]",102,25.0,"100 Fire Extinguisher, 94 Fire Extinguisher, 80 Vans, 36 Ambulance",34,Medium
51:54:00,"[0, 0, 1, 1]",181,41.4,"78 Fire Extinguisher, 81 Patrol, 17 Vans",40,Medium
51:55:00,"[0, 1, 1, 1]",107,40.0,"63 Patrol, 11 Cars, 81 Fire Extinguisher",38,Medium
51:56:00,"[0, 1, 0, 1]",139,49.0,"53 Bikes, 74 Bikes",76,High
51:57:00,"[1, 0, 0, 0]",89,42.8,"75 Cars, 42 Fire Extinguisher, 28 Fire Extinguisher",45,Low
51:58:00,"[1, 1, 1, 1]",117,48.5,"30 Fire Extinguisher, 42 Trucks",76,High
51:59:00,"[0, 0, 0, 0]",134,41.1,"61 Fire Extinguisher, 99 Patrol",59,Medium
52:00:00,"[1, 1, 1, 1]",63,28.9,"86 Patrol, 66 Ambulance",62,Medium
52:01:00,"[1, 1, 1, 1]",57,23.2,"17 Bikes, 54 Fire Extinguisher, 53 Cars",56,Medium
52:02:00,"[1, 1, 1, 1]",120,43.5,"34 Cars, 38 Vans",44,Medium
52:03:00,"[1, 0, 0, 0]",117,39.3,"21 Trucks, 37 Trucks, 50 Bikes, 38 Bikes",71,High
52:04:00,"[0, 0, 1, 0]",54,21.4,"57 Cars, 12 Ambulance, 71 Cars",85,High
52:05:00,"[1, 0, 0, 1]",101,30.8,"83 Bikes, 74 Fire Extinguisher, 15 Ambulance, 22 Ambulance",53,Medium
52:06:00,"[1, 1, 0, 1]",151,48.7,"15 Bikes, 49 Bikes",66,Medium
52:07:00,"[0, 0, 0, 0]",115,35.0,"77 Patrol, 10 Cars, 70 Patrol, 35 Vans",65,Medium
52:08:00,"[1, 0, 0, 0]",96,33.0,"15 Bikes, 96 Trucks",73,High
52:09:00,"[0, 1, 0, 0]",147,33.7,"44 Cars, 39 Cars, 99 Bikes, 11 Vans",62,Medium
52:10:00,"[0, 0, 1, 1]",98,26.3,"70 Trucks, 74 Vans, 97 Cars, 81 Bikes",40,Low
52:11:00,"[0, 1, 0, 1]",105,31.1,"96 Cars, 15 Vans",64,Medium
52:12:00,"[0, 0, 1, 1]",82,31.1,"63 Ambulance, 63 Trucks",45,Low
52:13:00,"[0, 0, 1, 0]",134,21.6,"28 Patrol, 38 Vans, 53 Fire Extinguisher",81,High
52:14:00,"[0, 1, 0, 1]",108,43.0,"73 Cars, 83 Bikes",31,Medium
52:15:00,"[1, 1, 1, 0]",152,32.5,"67 Bikes, 34 Vans, 85 Cars, 45 Cars",82,High
52:16:00,"[0, 1, 0, 1]",192,44.7,"64 Cars, 35 Patrol",84,High
52:17:00,"[1, 0, 1, 1]",62,45.5,"62 Patrol, 69 Cars, 44 Trucks, 15 Fire Extinguisher",58,Medium
52:18:00,"[1, 0, 1, 1]",175,26.4,"18 Fire Extinguisher, 39 Patrol",66,Medium
52:19:00,"[0, 1, 0, 0]",95,39.7,"24 Vans, 63 Cars, 58 Trucks, 32 Trucks",31,Low
52:20:00,"[1, 0, 1, 1]",97,34.2,"58 Fire Extinguisher, 39 Cars",43,Low
52:21:00,"[0, 0, 0, 0]",132,46.4,"45 Bikes, 60 Fire Extinguisher, 54 Trucks",43,Medium
52:22:00,"[1, 1, 0, 1]",146,26.5,"18 Patrol, 12 Vans, 11 Ambulance, 50 Cars",81,High
52:23:00,"[1, 0, 0, 0]",100,40.3,"24 Cars, 71 Ambulance, 43 Trucks, 57 Fire Extinguisher",56,Medium
52:24:00,"[0, 1, 1, 0]",119,38.2,"47 Vans, 67 Ambulance, 38 Trucks",85,High
52:25:00,"[1, 0, 0, 0]",191,28.9,"96 Ambulance, 41 Trucks, 25 Fire Extinguisher",67,Medium
52:26:00,"[0, 0, 0, 0]",128,24.1,"75 Vans, 34 Cars, 65 Trucks",54,Medium
52:27:00,"[1, 0, 0, 0]",117,39.5,"22 Bikes, 53 Cars",75,High
52:28:00,"[0, 1, 1, 0]",80,42.2,"13 Vans, 12 Trucks, 94 Fire Extinguisher, 57 Trucks",32,Low
52:29:00,"[0, 1, 0, 1]",145,29.5,"76 Ambulance, 67 Vans, 13 Fire Extinguisher, 71 Ambulance",48,Medium
52:30:00,"[1, 0, 1, 1]",69,39.3,"33 Ambulance, 92 Ambulance",83,High
52:31:00,"[1, 1, 0, 0]",76,31.9,"88 Vans, 26 Bikes",56,Medium
52:32:00,"[0, 0, 0, 0]",161,41.4,"72 Cars, 27 Bikes, 44 Bikes",33,Medium
52:33:00,"[1, 1, 1, 1]",86,26.0,"55 Vans, 96 Trucks",54,Medium
52:34:00,"[1, 1, 1, 1]",116,46.7,"83 Vans, 90 Cars, 44 Cars",90,High
52:35:00,"[1, 0, 0, 0]",160,28.6,"95 Cars, 93 Fire Extinguisher, 46 Cars, 52 Trucks",39,Medium
52:36:00,"[1, 0, 0, 0]",192,31.0,"16 Bikes, 15 Vans",43,Medium
52:37:00,"[1, 1, 0, 0]",72,21.7,"66 Patrol, 94 Ambulance",31,Low
52:38:00,"[0, 0, 0, 0]",60,23.3,"84 Cars, 75 Fire Extinguisher, 46 Ambulance",59,Medium
52:39:00,"[0, 0, 0, 1]",129,35.5,"24 Ambulance, 50 Vans, 58 Patrol",79,High
52:40:00,"[0, 1, 1, 1]",133,28.0,"62 Vans, 88 Bikes, 66 Vans",59,Medium
52:41:00,"[0, 0, 1, 0]",144,45.1,"19 Cars, 23 Bikes, 86 Ambulance, 88 Bikes",87,High
52:42:00,"[0, 1, 0, 1]",129,20.4,"41 Trucks, 10 Ambulance, 34 Fire Extinguisher",56,Medium
52:43:00,"[1, 0, 0, 0]",109,31.4,"63 Cars, 89 Ambulance",88,High
52:44:00,"[1, 0, 1, 1]",127,30.1,"58 Ambulance, 27 Fire Extinguisher, 78 Fire Extinguisher, 10 Ambulance",83,High
52:45:00,"[0, 1, 0, 1]",178,20.6,"35 Cars, 49 Bikes, 41 Patrol, 42 Vans",69,Medium
52:46:00,"[0, 0, 1, 0]",106,23.7,"77 Vans, 15 Ambulance",36,Medium
52:47:00,"[1, 0, 0, 0]",156,32.4,"14 Fire Extinguisher, 58 Vans, 16 Patrol, 97 Cars",37,Medium
52:48:00,"[1, 1, 0, 1]",114,34.8,"53 Cars, 38 Cars, 37 Bikes, 23 Ambulance",32,Medium
52:49:00,"[0, 0, 0, 0]",78,32.1,"76 Vans, 93 Fire Extinguisher, 22 Fire Extinguisher",54,Medium
52:50:00,"[1, 1, 0, 1]",142,35.9,"63 Ambulance, 57 Vans, 31 Bikes",74,High
52:51:00,"[1, 0, 1, 0]",112,37.9,"39 Fire Extinguisher, 89 Cars",30,Medium
52:52:00,"[0, 1, 0, 0]",58,20.3,"58 Ambulance, 19 Cars",32,Low
52:53:00,"[1, 0, 1, 1]",146,33.9,"66 Bikes, 15 Fire Extinguisher, 62 Cars, 64 Ambulance",42,Medium
52:54:00,"[0, 0, 1, 0]",170,48.9,"47 Ambulance, 48 Fire Extinguisher, 30 Cars, 65 Cars",84,High
52:55:00,"[1, 1, 1, 0]",80,35.6,"78 Trucks, 20 Ambulance, 63 Vans",73,High
52:56:00,"[0, 1, 1, 0]",73,40.3,"33 Trucks, 43 Ambulance",69,Medium
52:57:00,"[0, 0, 0, 0]",181,29.4,"15 Vans, 84 Fire Extinguisher, 92 Vans, 50 Vans",33,Medium
52:58:00,"[0, 0, 0, 1]",119,43.2,"51 Trucks, 88 Fire Extinguisher, 27 Vans",67,Medium
52:59:00,"[0, 1, 0, 1]",161,43.2,"21 Cars, 70 Cars, 45 Cars, 42 Bikes",56,Medium
53:00:00,"[1, 0, 0, 0]",58,35.6,"15 Vans, 27 Patrol",38,Low
53:01:00,"[0, 1, 0, 1]",135,49.3,"99 Bikes, 14 Cars, 68 Trucks",49,Medium
53:02:00,"[1, 0, 1, 1]",115,23.8,"21 Trucks, 99 Cars",35,Medium
53:03:00,"[0, 1, 1, 0]",133,20.5,"49 Bikes, 31 Patrol, 100 Cars",80,High
53:04:00,"[0, 0, 0, 1]",125,43.1,"44 Bikes, 16 Bikes",87,High
53:05:00,"[1, 1, 1, 0]",150,44.2,"95 Fire Extinguisher, 67 Bikes, 34 Trucks",76,High
53:06:00,"[1, 0, 0, 1]",111,23.6,"99 Vans, 54 Fire Extinguisher, 31 Cars",49,Medium
53:07:00,"[0, 1, 1, 1]",187,28.0,"68 Bikes, 98 Vans, 28 Fire Extinguisher",43,Medium
53:08:00,"[0, 1, 1, 1]",92,20.5,"14 Trucks, 64 Cars, 95 Patrol",53,Medium
53:09:00,"[1, 1, 0, 1]",146,28.8,"74 Cars, 41 Patrol, 52 Fire Extinguisher, 94 Vans",56,Medium
53:10:00,"[1, 0, 1, 0]",64,43.2,"47 Bikes, 59 Ambulance, 67 Vans",62,Medium
53:11:00,"[0, 1, 0, 1]",118,35.5,"34 Vans, 100 Bikes",32,Medium
53:12:00,"[0, 1, 1, 1]",134,30.4,"93 Patrol, 31 Cars, 10 Fire Extinguisher, 21 Bikes",67,Medium
53:13:00,"[0, 1, 0, 0]",89,31.2,"60 Ambulance, 28 Vans",78,High
53:14:00,"[1, 1, 1, 1]",95,20.0,"16 Cars, 39 Trucks",68,Medium
53:15:00,"[1, 1, 0, 1]",160,29.0,"73 Ambulance, 32 Bikes, 77 Fire Extinguisher, 19 Ambulance",78,High
53:16:00,"[0, 1, 0, 1]",153,39.4,"79 Ambulance, 80 Patrol, 55 Ambulance, 11 Patrol",44,Medium
53:17:00,"[0, 1, 1, 1]",98,49.2,"91 Fire Extinguisher, 45 Ambulance, 28 Ambulance, 54 Bikes",68,Medium
53:18:00,"[0, 0, 1, 1]",188,45.4,"90 Patrol, 17 Trucks, 62 Vans",85,High
53:19:00,"[0, 0, 1, 1]",111,20.7,"12 Fire Extinguisher, 87 Trucks",39,Medium
53:20:00,"[1, 1, 1, 1]",179,47.0,"61 Cars, 46 Fire Extinguisher, 93 Fire Extinguisher",65,Medium
53:21:00,"[0, 0, 0, 0]",119,43.5,"71 Patrol, 24 Patrol",47,Medium
53:22:00,"[0, 0, 0, 0]",129,43.4,"49 Ambulance, 21 Cars, 24 Fire Extinguisher, 87 Patrol",89,High
53:23:00,"[0, 0, 0, 0]",128,33.7,"74 Ambulance, 66 Fire Extinguisher, 70 Ambulance, 47 Ambulance",38,Medium
53:24:00,"[0, 1, 0, 1]",193,31.9,"70 Bikes, 70 Patrol, 93 Trucks",63,Medium
53:25:00,"[1, 0, 1, 0]",71,29.1,"75 Vans, 41 Trucks, 79 Trucks, 91 Trucks",40,Low
53:26:00,"[0, 1, 0, 1]",167,22.0,"33 Trucks, 75 Vans",81,High
53:27:00,"[1, 0, 0, 1]",112,26.8,"21 Fire Extinguisher, 83 Fire Extinguisher, 27 Vans, 73 Trucks",42,Medium
53:28:00,"[0, 1, 1, 0]",72,27.4,"33 Fire Extinguisher, 56 Fire Extinguisher, 31 Fire Extinguisher",82,High
53:29:00,"[0, 1, 0, 0]",158,34.5,"30 Vans, 53 Bikes",70,High
53:30:00,"[1, 1, 1, 0]",63,42.4,"77 Patrol, 24 Ambulance, 90 Vans, 23 Ambulance",67,Medium
53:31:00,"[0, 0, 0, 1]",120,34.2,"27 Bikes, 51 Ambulance, 39 Trucks",44,Medium
53:32:00,"[1, 0, 0, 1]",131,21.7,"69 Trucks, 32 Patrol, 100 Trucks, 16 Fire Extinguisher",65,Medium
53:33:00,"[1, 0, 0, 1]",127,48.7,"75 Trucks, 44 Fire Extinguisher, 51 Patrol, 64 Ambulance",89,High
53:34:00,"[0, 0, 0, 0]",143,48.3,"23 Ambulance, 39 Bikes, 21 Bikes, 70 Trucks",66,Medium
53:35:00,"[0, 1, 0, 0]",70,43.6,"14 Trucks, 16 Cars, 15 Vans",40,Low
53:36:00,"[1, 1, 0, 0]",183,49.7,"31 Vans, 24 Patrol",69,Medium
53:37:00,"[1, 1, 1, 1]",56,36.3,"83 Cars, 93 Cars, 24 Patrol",83,High
53:38:00,"[1, 1, 1, 0]",122,48.9,"98 Fire Extinguisher, 37 Ambulance",48,Medium
53:39:00,"[0, 0, 1, 1]",155,22.3,"15 Trucks, 76 Fire Extinguisher, 71 Vans, 81 Cars",58,Medium
53:40:00,"[1, 1, 1, 0]",160,31.0,"67 Trucks, 47 Fire Extinguisher",59,Medium
53:41:00,"[1, 1, 1, 0]",65,26.8,"49 Trucks, 71 Trucks",66,Medium
53:42:00,"[1, 1, 0, 1]",60,25.9,"48 Patrol, 15 Ambulance, 60 Fire Extinguisher",45,Low
53:43:00,"[1, 1, 0, 1]",103,24.2,"77 Bikes, 21 Trucks",39,Medium
53:44:00,"[1, 0, 1, 1]",82,38.7,"89 Cars, 93 Vans",77,High
53:45:00,"[1, 0, 1, 0]",181,43.4,"48 Trucks, 46 Cars",36,Medium
53:46:00,"[1, 0, 1, 0]",167,37.3,"41 Bikes, 79 Vans",55,Medium
53:47:00,"[0, 1, 0, 1]",95,24.4,"54 Bikes, 73 Bikes, 55 Patrol, 77 Patrol",62,Medium
53:48:00,"[1, 0, 0, 0]",193,44.3,"41 Ambulance, 42 Cars, 36 Trucks",66,Medium
